Post ID,Post creation date,Post message,Post type,Post impressions,Post organic reach,% of reach from paid,% of reach from organic,Post reach,Shares on posts,Total post reactions,Post photo views,Video views,Comments on posts,Shares on shares,Organic video views,Post link clicks,RowHash
108778868994125_122164481126027157,2024-03-26,"Divorced Mums: This is not your story, this is not your kids' story, it is part of the story, and the best is yet to come.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,43,43,0,100,43,0,2,0,0,0,0,0,0,706149ddf1d449be423b1be1918f793523f128ce9cc351725bd1d3021cdeae49
108778868994125_122164361516027157,2024-03-25,"The 7 key things you need to do to get your kids through your divorce, from a therapist who has been there...
Comment 'Guide' and I will send you my free step-by-step guide on what you need to do to get it right for your kids.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,15,15,0,100,15,0,0,0,0,0,0,0,1,d9f1b7b87ec07477dd32b7e9c57ad557794e958132c6d982480fa2a206dab94c
108778868994125_122164303172027157,2024-03-25,"Divorced Mums: This is your reminder that you have the power to create the life you want for you and your kids.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,28,28,0,100,28,0,1,0,0,0,0,0,0,5121e62e89071cdc160a1fd96b592243187ca80c0e0525e7fefac879ed3d24c9
108778868994125_122164089188027157,2024-03-24,"It can be really hard when our kids start to talk about our divorce to their friends...
It means other parents might know about our divorce before we are ready...
This can bring up huge feelings of not being a good enough mum, shame and failure...
If you are in this camp, I have been there...
It gets easier and this is not your story, it is just part of your story.
You've got this!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",album,58,58,0,100,58,0,0,5,0,0,0,0,0,864225e0e05813df22a146f8518cd2e47b2869f4b47b02dfc26ab2f04fe6b479
108778868994125_122163860174027157,2024-03-23,"Going to kids parties and seeing all the happy mums while you are crippled by sadness and anxiety surrounding your divorce can feel like the hardest and most lonely feeling in the world. 

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,38,37,0,100,37,0,1,1,0,0,0,0,0,8ce10749dcec4675322a5ca20f2bfaf663da556514d2debf6c8b4d7bee3468d5
108778868994125_122163845048027157,2024-03-23,"Single mums: I feel like I failed my kids by not being able to give them a 2 parent home.'
If you feel like this I need you to know that the science says your child only needs one secure attachment figure in order to thrive.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,37,37,0,100,37,0,2,0,0,0,0,0,0,4adbfcffbc8a085e1ef28d0643a0e4d6e560b5d0b18ce42569ab5746802c342e
108778868994125_122163834332027157,2024-03-23,"My son used to cry when he came back to my house... 
He wanted to stay with Daddy...
Here is what I did to help him happily transition.
Comment 'guide' and I will DM you a link.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,15,15,0,100,15,0,0,0,0,0,0,0,0,4ed579691ec82763a1f2613bea798b24b54002a6ce8078310a84f50c967aa6e1
108778868994125_122163657260027157,2024-03-22,"My son used to cry when he left me for his Dad's house, BUT then I did this... 
Download my free step-by-step guide for exactly how to help your child transition happily by commenting 'Guide' below.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,23,23,0,100,23,0,0,0,0,0,0,0,1,250465eab086990e46bb4cf3626dc751bf27f4b0d241d16e701196b9b2e6524e
108778868994125_122163498266027157,2024-03-21,"Tears ran down my face as I dropped my son off to his dad, leaving as he cried... 
There has to be another way than this I felt... 
As a therapist, I worked hard to find that other way, a way that helped my son be happy and feel secure...
And now I have cracked it for my son, I want to share what I did with you...
Comment 'Guide' and I will DM you a link to my step-by-step guide.

 #singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,29,29,0,100,29,0,0,0,0,0,0,0,1,8e89ea3d0d1f99657dae73622806cb174b87af3e2e35e2bd425456fcda0ea06d
108778868994125_122163488792027157,2024-03-21,"Mums see their child's difficulty surrounding their divorce as a reflection on themselves.
It speaks to their inner belief of: ‘I am not enough

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,36,36,0,100,36,0,0,0,0,0,0,0,0,0087453aaf5c59c387f902211045278bc05ad3233ca12b2c3e303a21be82139d
108778868994125_122163362360027157,2024-03-20,"As a divorced mum, this is how I teach my children about love and relationships...
I show them how to treat others in a relationship by putting boundaries around how they are allowed to treat me... You don't need to be in a relationsip for your children to see an example of what healthy love and relationship looks like. You've got this!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,15,15,0,100,15,0,0,0,0,0,0,0,0,1726aeb643af041e6079254c449ba9768f4652aad6f6be3e3fbd7c9a118d6c20
108778868994125_122163301598027157,2024-03-20,"It can be sooo hard to know how to talk to our child about our divorce and explain why it happened! 
So how do you do it? how do you get it right!? 
The answer lies in a crucial understanding that can make all the difference in ensuring your child feels secure, loved, and supported through this challenging time. 

And that is the Power of Differentiating Love. 
This means your child understanding that your love/attachment to them is different to your love/attachment to their other parent, and how even though your romantic love changed, your love for them as your child, never can or will. For more in-depth help on talking to your child about your divorce and this concept of love/attachment, sign up for my FREE live masterclass .

Comment the word
‘CLASS’
 below and I will DM you an exclusive link to sign up FREE for my live masterclass and Q & A session!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",album,36,36,0,100,36,0,0,2,0,0,0,0,0,e0eb8d444622980adbad861d77adf1132e8b38126dcf239e91c8651ee526d7c9
108778868994125_122163282602027157,2024-03-20,"A recent study revealed that 94% of mothers feel expected to put themselves last and self-sacrifice.
This becomes even more apparent during divorce.

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",photo,25,25,0,100,25,0,0,0,0,0,0,0,0,d2042b88eb9660969557dd9a03eb7f187f3d5282bb45cb79e486fdfdfd71fa28
108778868994125_122163174668027157,2024-03-19,"Tomorrow I am hosting a live Q & A session exclusively for separated mums. 
You can ask me (a therapist) anything you want to know about supporting your child through your divorce
If you want to join, comment
 ‘Class’ 
and I will DM you a link!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",multi_share,25,25,0,100,25,0,0,0,0,0,0,0,0,e9782c77ad2df25cc1bb79464bdcde71e1c11a95fc46dbae5765860d15a13e01
108778868994125_122163147098027157,2024-03-19,"I want to step in to being the empowered mum my children need me to be during my divorce. 
But I don't know how to do this, I never feel like I am getting it right.
If this is you, I feel you! I have been there. As a fellow separated mum and therapist, I want to give you all of the tools and guidance you need to support your kids in the best way possible.
So I am running a FREE live masterclass and Q & A session exclusively for my followers.

For more guidance in helping your child thrive comment the word
‘CLASS’
 below and I will DM you an exclusive link to sign up FREE for my live masterclass and Q & A session!

#singlemums #singlemumuk #singlemumlife #solomums #singlemomlife #singlemoms #singlemother #coparenting #singleparents #singleparenting #divorcedparents #divorcedmum #divorcedmom #lifeafterdivorce #divorce #divorcecoach #divorcecommunity #divorcewithkids #supportingchrildrenthroughdivorce #separationwithkids #childcentereddivorce #parentinganddivorce #parentingduringdivorce #mumanxiety #parentingguide #mumguilt #mumguiltisreal",album,38,38,0,100,38,0,0,2,0,0,0,0,0,5f65b9ada8556903c1096b24ee68940eba7f692847629b5885a3e9e0cf5f1f09
